,rowkey,time,id,is_risk,time_1,time_2
2607,36661,2015-01-07 06:33:42.0,27659,0,2015-01-07 06:33:42,1420612422
2610,36695,2015-01-07 07:14:10.0,4836,0,2015-01-07 07:14:10,1420614850
2611,36701,2015-01-07 07:16:40.0,150718,0,2015-01-07 07:16:40,1420615000
2613,36717,2015-01-07 07:24:39.0,92416,0,2015-01-07 07:24:39,1420615479
2614,36727,2015-01-07 07:28:30.0,119812,0,2015-01-07 07:28:30,1420615710
2616,36736,2015-01-07 07:34:59.0,48668,0,2015-01-07 07:34:59,1420616099
2617,36742,2015-01-07 07:37:45.0,82796,0,2015-01-07 07:37:45,1420616265
2621,36796,2015-01-07 08:04:40.0,54529,0,2015-01-07 08:04:40,1420617880
2622,36803,2015-01-07 08:06:31.0,54529,0,2015-01-07 08:06:31,1420617991
2624,36808,2015-01-07 08:07:12.0,54529,0,2015-01-07 08:07:12,1420618032
2625,36892,2015-01-07 08:34:17.0,39028,0,2015-01-07 08:34:17,1420619657
2626,36900,2015-01-07 08:35:31.0,144718,0,2015-01-07 08:35:31,1420619731
2630,37025,2015-01-07 09:16:03.0,128369,0,2015-01-07 09:16:03,1420622163
2638,37134,2015-01-07 09:37:29.0,40559,0,2015-01-07 09:37:29,1420623449
2640,37181,2015-01-07 09:46:35.0,136300,0,2015-01-07 09:46:35,1420623995
2642,37200,2015-01-07 09:49:45.0,151748,0,2015-01-07 09:49:45,1420624185
2643,37244,2015-01-07 09:58:03.0,151748,0,2015-01-07 09:58:03,1420624683
2644,37265,2015-01-07 10:00:26.0,43319,0,2015-01-07 10:00:26,1420624826
2647,37301,2015-01-07 10:04:42.0,151748,0,2015-01-07 10:04:42,1420625082
2648,37305,2015-01-07 10:04:58.0,60873,0,2015-01-07 10:04:58,1420625098
2650,37381,2015-01-07 10:20:48.0,100372,0,2015-01-07 10:20:48,1420626048
2652,37425,2015-01-07 10:28:20.0,105983,0,2015-01-07 10:28:20,1420626500
2655,37459,2015-01-07 10:33:44.0,147798,0,2015-01-07 10:33:44,1420626824
2656,37495,2015-01-07 10:38:14.0,48557,0,2015-01-07 10:38:14,1420627094
2657,37496,2015-01-07 10:38:23.0,33284,0,2015-01-07 10:38:23,1420627103
2660,37562,2015-01-07 10:49:04.0,21465,0,2015-01-07 10:49:04,1420627744
2661,37576,2015-01-07 10:51:20.0,150983,0,2015-01-07 10:51:20,1420627880
2670,37678,2015-01-07 11:04:38.0,164664,0,2015-01-07 11:04:38,1420628678
2671,37730,2015-01-07 11:09:38.0,54529,0,2015-01-07 11:09:38,1420628978
2672,37736,2015-01-07 11:11:01.0,168260,0,2015-01-07 11:11:01,1420629061
2677,37790,2015-01-07 11:19:27.0,95441,0,2015-01-07 11:19:27,1420629567
2678,37792,2015-01-07 11:19:46.0,96520,0,2015-01-07 11:19:46,1420629586
2679,37800,2015-01-07 11:21:05.0,115871,0,2015-01-07 11:21:05,1420629665
2685,37863,2015-01-07 11:29:22.0,3255,0,2015-01-07 11:29:22,1420630162
2686,37864,2015-01-07 11:29:28.0,120026,0,2015-01-07 11:29:28,1420630168
2687,37873,2015-01-07 11:30:43.0,3255,0,2015-01-07 11:30:43,1420630243
2688,37880,2015-01-07 11:31:25.0,120026,0,2015-01-07 11:31:25,1420630285
2690,37904,2015-01-07 11:35:35.0,54529,0,2015-01-07 11:35:35,1420630535
2691,37922,2015-01-07 11:37:00.0,54529,0,2015-01-07 11:37:00,1420630620
2694,37931,2015-01-07 11:38:01.0,54529,0,2015-01-07 11:38:01,1420630681
2695,37934,2015-01-07 11:38:44.0,54529,0,2015-01-07 11:38:44,1420630724
2697,37943,2015-01-07 11:40:34.0,54529,0,2015-01-07 11:40:34,1420630834
2700,38019,2015-01-07 11:51:17.0,86123,0,2015-01-07 11:51:17,1420631477
2701,38022,2015-01-07 11:51:40.0,52489,0,2015-01-07 11:51:40,1420631500
2703,38043,2015-01-07 11:54:42.0,78981,0,2015-01-07 11:54:42,1420631682
2704,38054,2015-01-07 11:56:30.0,78981,0,2015-01-07 11:56:30,1420631790
2708,38097,2015-01-07 12:02:57.0,27703,0,2015-01-07 12:02:57,1420632177
2711,38108,2015-01-07 12:05:12.0,66773,0,2015-01-07 12:05:12,1420632312
2714,38136,2015-01-07 12:10:38.0,62059,0,2015-01-07 12:10:38,1420632638
2716,38151,2015-01-07 12:12:47.0,86123,0,2015-01-07 12:12:47,1420632767
2723,38196,2015-01-07 12:19:25.0,74075,0,2015-01-07 12:19:25,1420633165
2732,38330,2015-01-07 12:45:40.0,78415,0,2015-01-07 12:45:40,1420634740
2734,38338,2015-01-07 12:46:48.0,173549,0,2015-01-07 12:46:48,1420634808
2739,38421,2015-01-07 13:01:04.0,166424,0,2015-01-07 13:01:04,1420635664
2742,38470,2015-01-07 13:13:27.0,147798,0,2015-01-07 13:13:27,1420636407
2746,38545,2015-01-07 13:29:55.0,134814,0,2015-01-07 13:29:55,1420637395
2748,38593,2015-01-07 13:38:58.0,137446,0,2015-01-07 13:38:58,1420637938
2749,38605,2015-01-07 13:40:40.0,89472,0,2015-01-07 13:40:40,1420638040
2756,38699,2015-01-07 14:03:16.0,72348,0,2015-01-07 14:03:16,1420639396
2758,38716,2015-01-07 14:05:55.0,51184,0,2015-01-07 14:05:55,1420639555
2759,38721,2015-01-07 14:06:17.0,72348,0,2015-01-07 14:06:17,1420639577
2761,38742,2015-01-07 14:10:40.0,72348,0,2015-01-07 14:10:40,1420639840
2762,38753,2015-01-07 14:12:05.0,157053,0,2015-01-07 14:12:05,1420639925
2765,38813,2015-01-07 14:22:45.0,64215,0,2015-01-07 14:22:45,1420640565
2767,38848,2015-01-07 14:27:52.0,98461,0,2015-01-07 14:27:52,1420640872
2768,38859,2015-01-07 14:29:29.0,9753,0,2015-01-07 14:29:29,1420640969
2770,38876,2015-01-07 14:32:54.0,151185,0,2015-01-07 14:32:54,1420641174
2772,38899,2015-01-07 14:37:30.0,62025,0,2015-01-07 14:37:30,1420641450
2782,39008,2015-01-07 15:03:11.0,148034,0,2015-01-07 15:03:11,1420642991
2790,39119,2015-01-07 15:25:33.0,85973,0,2015-01-07 15:25:33,1420644333
2791,39126,2015-01-07 15:26:47.0,136482,0,2015-01-07 15:26:47,1420644407
2801,39291,2015-01-07 16:05:26.0,140521,0,2015-01-07 16:05:26,1420646726
2809,39350,2015-01-07 16:15:06.0,149541,0,2015-01-07 16:15:06,1420647306
2810,39357,2015-01-07 16:17:24.0,165637,0,2015-01-07 16:17:24,1420647444
2811,39401,2015-01-07 16:23:40.0,128787,0,2015-01-07 16:23:40,1420647820
2816,39450,2015-01-07 16:31:08.0,174280,0,2015-01-07 16:31:08,1420648268
2818,39508,2015-01-07 16:43:41.0,49457,0,2015-01-07 16:43:41,1420649021
2820,39569,2015-01-07 16:56:18.0,26122,0,2015-01-07 16:56:18,1420649778
2824,39639,2015-01-07 17:11:09.0,108373,0,2015-01-07 17:11:09,1420650669
2827,39652,2015-01-07 17:14:19.0,125016,0,2015-01-07 17:14:19,1420650859
2830,39720,2015-01-07 17:28:24.0,69647,0,2015-01-07 17:28:24,1420651704
2835,39759,2015-01-07 17:36:40.0,7210,0,2015-01-07 17:36:40,1420652200
2836,39766,2015-01-07 17:38:42.0,170775,0,2015-01-07 17:38:42,1420652322
2841,39863,2015-01-07 18:04:43.0,139945,0,2015-01-07 18:04:43,1420653883
2843,39881,2015-01-07 18:08:02.0,12695,0,2015-01-07 18:08:02,1420654082
2845,39933,2015-01-07 18:21:39.0,31624,0,2015-01-07 18:21:39,1420654899
2847,39959,2015-01-07 18:30:20.0,166186,0,2015-01-07 18:30:20,1420655420
2849,39977,2015-01-07 18:35:18.0,98883,0,2015-01-07 18:35:18,1420655718
2851,40008,2015-01-07 18:42:23.0,12695,0,2015-01-07 18:42:23,1420656143
2862,40104,2015-01-07 19:06:03.0,35234,0,2015-01-07 19:06:03,1420657563
2866,40154,2015-01-07 19:21:12.0,114163,0,2015-01-07 19:21:12,1420658472
2870,40219,2015-01-07 19:37:44.0,100169,0,2015-01-07 19:37:44,1420659464
2875,40272,2015-01-07 19:49:54.0,80226,0,2015-01-07 19:49:54,1420660194
2876,40277,2015-01-07 19:51:15.0,175943,0,2015-01-07 19:51:15,1420660275
2878,40280,2015-01-07 19:52:08.0,19860,0,2015-01-07 19:52:08,1420660328
2879,40283,2015-01-07 19:52:25.0,98461,0,2015-01-07 19:52:25,1420660345
2881,40337,2015-01-07 20:03:03.0,171796,0,2015-01-07 20:03:03,1420660983
2889,40426,2015-01-07 20:16:20.0,134188,0,2015-01-07 20:16:20,1420661780
2892,40520,2015-01-07 20:29:54.0,158326,0,2015-01-07 20:29:54,1420662594
2896,40568,2015-01-07 20:37:26.0,149778,0,2015-01-07 20:37:26,1420663046
2900,40614,2015-01-07 20:46:12.0,163074,0,2015-01-07 20:46:12,1420663572
2902,40638,2015-01-07 20:50:42.0,174909,0,2015-01-07 20:50:42,1420663842
2903,40640,2015-01-07 20:51:02.0,118203,0,2015-01-07 20:51:02,1420663862
2907,40721,2015-01-07 21:03:05.0,54529,0,2015-01-07 21:03:05,1420664585
2908,40723,2015-01-07 21:03:30.0,96088,0,2015-01-07 21:03:30,1420664610
2909,40724,2015-01-07 21:03:37.0,53562,0,2015-01-07 21:03:37,1420664617
2910,40729,2015-01-07 21:04:23.0,54529,0,2015-01-07 21:04:23,1420664663
2912,40774,2015-01-07 21:11:35.0,39028,0,2015-01-07 21:11:35,1420665095
2916,40806,2015-01-07 21:14:48.0,143323,0,2015-01-07 21:14:48,1420665288
2917,40817,2015-01-07 21:16:03.0,143323,0,2015-01-07 21:16:03,1420665363
2919,40842,2015-01-07 21:19:18.0,79956,0,2015-01-07 21:19:18,1420665558
2920,40847,2015-01-07 21:20:51.0,68472,0,2015-01-07 21:20:51,1420665651
2922,40879,2015-01-07 21:24:56.0,51878,0,2015-01-07 21:24:56,1420665896
2924,40902,2015-01-07 21:28:51.0,80614,0,2015-01-07 21:28:51,1420666131
2929,41029,2015-01-07 21:47:10.0,70891,0,2015-01-07 21:47:10,1420667230
2931,41050,2015-01-07 21:49:40.0,28977,0,2015-01-07 21:49:40,1420667380
2933,41067,2015-01-07 21:52:25.0,114163,0,2015-01-07 21:52:25,1420667545
2942,41127,2015-01-07 22:00:47.0,104251,0,2015-01-07 22:00:47,1420668047
2947,41243,2015-01-07 22:16:32.0,127063,0,2015-01-07 22:16:32,1420668992
2950,41273,2015-01-07 22:21:52.0,145206,0,2015-01-07 22:21:52,1420669312
2951,41283,2015-01-07 22:23:36.0,96292,0,2015-01-07 22:23:36,1420669416
2952,41288,2015-01-07 22:24:09.0,72348,0,2015-01-07 22:24:09,1420669449
2953,41305,2015-01-07 22:27:02.0,38899,0,2015-01-07 22:27:02,1420669622
2954,41308,2015-01-07 22:27:33.0,109218,0,2015-01-07 22:27:33,1420669653
2955,41338,2015-01-07 22:31:45.0,107281,0,2015-01-07 22:31:45,1420669905
2959,41397,2015-01-07 22:41:24.0,133405,0,2015-01-07 22:41:24,1420670484
2962,41429,2015-01-07 22:47:04.0,75640,0,2015-01-07 22:47:04,1420670824
2963,41437,2015-01-07 22:48:43.0,75640,0,2015-01-07 22:48:43,1420670923
2965,41473,2015-01-07 22:54:15.0,139260,0,2015-01-07 22:54:15,1420671255
2968,41544,2015-01-07 23:06:15.0,169561,0,2015-01-07 23:06:15,1420671975
2969,41545,2015-01-07 23:06:24.0,66890,0,2015-01-07 23:06:24,1420671984
2974,41683,2015-01-07 23:38:56.0,30540,0,2015-01-07 23:38:56,1420673936
2978,41720,2015-01-07 23:48:34.0,39894,0,2015-01-07 23:48:34,1420674514
2980,41727,2015-01-07 23:51:35.0,46366,0,2015-01-07 23:51:35,1420674695
2981,41747,2015-01-07 23:58:25.0,24573,0,2015-01-07 23:58:25,1420675105
2984,41801,2015-01-08 00:07:09.0,85019,0,2015-01-08 00:07:09,1420675629
2995,41931,2015-01-08 00:35:26.0,5121,0,2015-01-08 00:35:26,1420677326
3001,41999,2015-01-08 00:55:32.0,117185,0,2015-01-08 00:55:32,1420678532
3008,42084,2015-01-08 01:39:21.0,14609,0,2015-01-08 01:39:21,1420681161
3010,42098,2015-01-08 01:47:14.0,10665,0,2015-01-08 01:47:14,1420681634
3013,42130,2015-01-08 02:14:36.0,68886,0,2015-01-08 02:14:36,1420683276
3018,42185,2015-01-08 03:27:36.0,117185,0,2015-01-08 03:27:36,1420687656
3019,42207,2015-01-08 04:37:49.0,54529,0,2015-01-08 04:37:49,1420691869
3023,42238,2015-01-08 06:34:43.0,117576,0,2015-01-08 06:34:43,1420698883
3024,42239,2015-01-08 06:36:10.0,151951,0,2015-01-08 06:36:10,1420698970
3031,42341,2015-01-08 08:00:34.0,139847,0,2015-01-08 08:00:34,1420704034
3032,42354,2015-01-08 08:05:35.0,37279,0,2015-01-08 08:05:35,1420704335
3033,42357,2015-01-08 08:05:49.0,117576,0,2015-01-08 08:05:49,1420704349
3035,42368,2015-01-08 08:07:13.0,36170,0,2015-01-08 08:07:13,1420704433
3037,42374,2015-01-08 08:08:36.0,110114,0,2015-01-08 08:08:36,1420704516
3041,42447,2015-01-08 08:34:09.0,104211,0,2015-01-08 08:34:09,1420706049
3042,42450,2015-01-08 08:36:30.0,170409,0,2015-01-08 08:36:30,1420706190
3043,42452,2015-01-08 08:37:00.0,142803,0,2015-01-08 08:37:00,1420706220
3044,42458,2015-01-08 08:38:47.0,170344,0,2015-01-08 08:38:47,1420706327
3045,42482,2015-01-08 08:45:25.0,812,0,2015-01-08 08:45:25,1420706725
3046,42485,2015-01-08 08:46:43.0,72173,0,2015-01-08 08:46:43,1420706803
3051,42544,2015-01-08 09:05:11.0,155046,0,2015-01-08 09:05:11,1420707911
3052,42545,2015-01-08 09:05:26.0,74041,0,2015-01-08 09:05:26,1420707926
3053,42548,2015-01-08 09:06:27.0,173397,0,2015-01-08 09:06:27,1420707987
3055,42583,2015-01-08 09:17:36.0,19674,0,2015-01-08 09:17:36,1420708656
3056,42602,2015-01-08 09:23:09.0,71306,0,2015-01-08 09:23:09,1420708989
3059,42638,2015-01-08 09:30:52.0,158770,0,2015-01-08 09:30:52,1420709452
3064,42697,2015-01-08 09:43:24.0,37937,0,2015-01-08 09:43:24,1420710204
3065,42721,2015-01-08 09:47:19.0,66221,0,2015-01-08 09:47:19,1420710439
3066,42747,2015-01-08 09:53:42.0,147868,0,2015-01-08 09:53:42,1420710822
3069,42777,2015-01-08 09:57:47.0,49248,0,2015-01-08 09:57:47,1420711067
3070,42782,2015-01-08 09:59:31.0,175943,0,2015-01-08 09:59:31,1420711171
3073,42805,2015-01-08 10:01:13.0,120026,0,2015-01-08 10:01:13,1420711273
3074,42826,2015-01-08 10:03:28.0,49457,0,2015-01-08 10:03:28,1420711408
3078,42905,2015-01-08 10:15:10.0,79645,0,2015-01-08 10:15:10,1420712110
3080,42934,2015-01-08 10:19:53.0,20934,0,2015-01-08 10:19:53,1420712393
3082,42957,2015-01-08 10:23:37.0,96292,0,2015-01-08 10:23:37,1420712617
3083,42964,2015-01-08 10:23:51.0,96292,0,2015-01-08 10:23:51,1420712631
3088,43052,2015-01-08 10:37:20.0,54187,0,2015-01-08 10:37:20,1420713440
3093,43085,2015-01-08 10:41:46.0,67557,0,2015-01-08 10:41:46,1420713706
3094,43122,2015-01-08 10:45:42.0,141513,0,2015-01-08 10:45:42,1420713942
3098,43209,2015-01-08 10:57:53.0,144388,0,2015-01-08 10:57:53,1420714673
3099,43221,2015-01-08 10:59:21.0,30332,0,2015-01-08 10:59:21,1420714761
3105,43388,2015-01-08 11:25:02.0,48708,0,2015-01-08 11:25:02,1420716302
3110,43436,2015-01-08 11:34:28.0,101158,0,2015-01-08 11:34:28,1420716868
3113,43450,2015-01-08 11:37:10.0,89808,0,2015-01-08 11:37:10,1420717030
3114,43452,2015-01-08 11:37:13.0,99505,0,2015-01-08 11:37:13,1420717033
3127,43572,2015-01-08 11:55:46.0,44475,0,2015-01-08 11:55:46,1420718146
3128,43578,2015-01-08 11:56:35.0,118071,0,2015-01-08 11:56:35,1420718195
3131,43627,2015-01-08 12:06:58.0,57776,0,2015-01-08 12:06:58,1420718818
3138,43756,2015-01-08 12:29:32.0,85053,0,2015-01-08 12:29:32,1420720172
3140,43794,2015-01-08 12:38:42.0,56020,0,2015-01-08 12:38:42,1420720722
3143,43826,2015-01-08 12:47:41.0,112387,0,2015-01-08 12:47:41,1420721261
3144,43862,2015-01-08 12:56:52.0,68488,0,2015-01-08 12:56:52,1420721812
3145,43877,2015-01-08 12:59:38.0,151951,0,2015-01-08 12:59:38,1420721978
3153,43942,2015-01-08 13:11:22.0,129564,0,2015-01-08 13:11:22,1420722682
3166,44214,2015-01-08 14:04:09.0,58828,0,2015-01-08 14:04:09,1420725849
3167,44222,2015-01-08 14:05:48.0,13870,0,2015-01-08 14:05:48,1420725948
3169,44239,2015-01-08 14:10:25.0,58828,0,2015-01-08 14:10:25,1420726225
3173,44279,2015-01-08 14:20:30.0,157344,0,2015-01-08 14:20:30,1420726830
3175,44287,2015-01-08 14:22:05.0,157344,0,2015-01-08 14:22:05,1420726925
3181,44366,2015-01-08 14:39:14.0,162713,0,2015-01-08 14:39:14,1420727954
3182,44374,2015-01-08 14:40:05.0,136112,0,2015-01-08 14:40:05,1420728005
3184,44384,2015-01-08 14:42:12.0,152136,0,2015-01-08 14:42:12,1420728132
3193,44479,2015-01-08 15:01:36.0,72251,0,2015-01-08 15:01:36,1420729296
3200,44581,2015-01-08 15:20:01.0,23774,0,2015-01-08 15:20:01,1420730401
3203,44624,2015-01-08 15:29:57.0,166186,0,2015-01-08 15:29:57,1420730997
3206,44646,2015-01-08 15:33:59.0,5776,0,2015-01-08 15:33:59,1420731239
3207,44650,2015-01-08 15:34:44.0,147012,0,2015-01-08 15:34:44,1420731284
3212,44715,2015-01-08 15:47:26.0,174809,0,2015-01-08 15:47:26,1420732046
3214,44727,2015-01-08 15:49:19.0,105491,0,2015-01-08 15:49:19,1420732159
3225,44947,2015-01-08 16:25:29.0,29301,0,2015-01-08 16:25:29,1420734329
3227,44967,2015-01-08 16:30:12.0,58760,0,2015-01-08 16:30:12,1420734612
3233,45045,2015-01-08 16:47:33.0,125016,0,2015-01-08 16:47:33,1420735653
3239,45175,2015-01-08 17:12:12.0,125016,0,2015-01-08 17:12:12,1420737132
3241,45200,2015-01-08 17:16:51.0,158104,0,2015-01-08 17:16:51,1420737411
3246,45291,2015-01-08 17:35:47.0,166644,0,2015-01-08 17:35:47,1420738547
3249,45432,2015-01-08 18:04:49.0,78386,0,2015-01-08 18:04:49,1420740289
3256,45509,2015-01-08 18:20:56.0,136880,0,2015-01-08 18:20:56,1420741256
3259,45529,2015-01-08 18:25:19.0,135991,0,2015-01-08 18:25:19,1420741519
3260,45531,2015-01-08 18:25:27.0,55771,0,2015-01-08 18:25:27,1420741527
3261,45539,2015-01-08 18:26:40.0,73896,0,2015-01-08 18:26:40,1420741600
3264,45615,2015-01-08 18:42:58.0,33841,0,2015-01-08 18:42:58,1420742578
3269,45683,2015-01-08 18:56:44.0,36149,0,2015-01-08 18:56:44,1420743404
3271,45727,2015-01-08 19:06:20.0,42489,0,2015-01-08 19:06:20,1420743980
3274,45752,2015-01-08 19:11:16.0,147907,0,2015-01-08 19:11:16,1420744276
3276,45770,2015-01-08 19:14:43.0,97177,0,2015-01-08 19:14:43,1420744483
3281,45816,2015-01-08 19:21:36.0,57117,0,2015-01-08 19:21:36,1420744896
3283,45830,2015-01-08 19:22:42.0,65494,0,2015-01-08 19:22:42,1420744962
3290,45931,2015-01-08 19:44:58.0,70174,0,2015-01-08 19:44:58,1420746298
3295,46001,2015-01-08 20:01:01.0,37537,0,2015-01-08 20:01:01,1420747261
3298,46057,2015-01-08 20:11:00.0,106013,0,2015-01-08 20:11:00,1420747860
3302,46151,2015-01-08 20:28:15.0,130176,0,2015-01-08 20:28:15,1420748895
3304,46160,2015-01-08 20:29:38.0,131559,0,2015-01-08 20:29:38,1420748978
3305,46177,2015-01-08 20:32:59.0,66011,0,2015-01-08 20:32:59,1420749179
3306,46191,2015-01-08 20:34:41.0,50845,0,2015-01-08 20:34:41,1420749281
3307,46208,2015-01-08 20:37:07.0,39830,0,2015-01-08 20:37:07,1420749427
3309,46213,2015-01-08 20:37:24.0,57996,0,2015-01-08 20:37:24,1420749444
3310,46286,2015-01-08 20:48:55.0,138218,0,2015-01-08 20:48:55,1420750135
3314,46360,2015-01-08 21:02:10.0,57996,0,2015-01-08 21:02:10,1420750930
3315,46365,2015-01-08 21:03:17.0,95978,0,2015-01-08 21:03:17,1420750997
3335,46668,2015-01-08 21:46:31.0,66011,0,2015-01-08 21:46:31,1420753591
3341,46749,2015-01-08 21:59:52.0,25301,0,2015-01-08 21:59:52,1420754392
3342,46761,2015-01-08 22:00:47.0,79961,0,2015-01-08 22:00:47,1420754447
3348,46858,2015-01-08 22:13:16.0,25301,0,2015-01-08 22:13:16,1420755196
3350,46917,2015-01-08 22:23:12.0,33303,0,2015-01-08 22:23:12,1420755792
3352,46937,2015-01-08 22:27:40.0,67355,0,2015-01-08 22:27:40,1420756060
3354,46956,2015-01-08 22:30:35.0,130157,0,2015-01-08 22:30:35,1420756235
3356,46982,2015-01-08 22:34:45.0,113002,0,2015-01-08 22:34:45,1420756485
3363,47094,2015-01-08 22:52:21.0,138801,0,2015-01-08 22:52:21,1420757541
3365,47141,2015-01-08 22:59:39.0,170591,0,2015-01-08 22:59:39,1420757979
3366,47148,2015-01-08 23:01:15.0,98049,0,2015-01-08 23:01:15,1420758075
3367,47166,2015-01-08 23:05:22.0,138801,0,2015-01-08 23:05:22,1420758322
3368,47178,2015-01-08 23:07:15.0,22331,0,2015-01-08 23:07:15,1420758435
3370,47181,2015-01-08 23:07:52.0,66890,0,2015-01-08 23:07:52,1420758472
3371,47183,2015-01-08 23:08:32.0,172151,0,2015-01-08 23:08:32,1420758512
3373,47213,2015-01-08 23:13:23.0,43105,0,2015-01-08 23:13:23,1420758803
3375,47257,2015-01-08 23:23:18.0,138801,0,2015-01-08 23:23:18,1420759398
3377,47265,2015-01-08 23:24:39.0,36351,0,2015-01-08 23:24:39,1420759479
3384,47360,2015-01-08 23:48:55.0,158884,0,2015-01-08 23:48:55,1420760935
3387,47404,2015-01-09 00:01:01.0,148141,0,2015-01-09 00:01:01,1420761661
3395,47598,2015-01-09 01:00:34.0,3295,0,2015-01-09 01:00:34,1420765234
3398,47622,2015-01-09 01:13:28.0,172373,0,2015-01-09 01:13:28,1420766008
3401,47675,2015-01-09 02:23:10.0,40580,0,2015-01-09 02:23:10,1420770190
3406,47752,2015-01-09 03:54:07.0,151951,0,2015-01-09 03:54:07,1420775647
3407,47764,2015-01-09 04:23:58.0,74097,0,2015-01-09 04:23:58,1420777438
3408,47828,2015-01-09 06:33:18.0,163121,0,2015-01-09 06:33:18,1420785198
3409,47883,2015-01-09 07:17:39.0,170523,0,2015-01-09 07:17:39,1420787859
3410,47903,2015-01-09 07:29:59.0,51508,0,2015-01-09 07:29:59,1420788599
3412,47913,2015-01-09 07:35:14.0,37279,0,2015-01-09 07:35:14,1420788914
3415,47931,2015-01-09 07:48:14.0,80934,0,2015-01-09 07:48:14,1420789694
3417,47945,2015-01-09 07:57:35.0,121044,0,2015-01-09 07:57:35,1420790255
3418,47969,2015-01-09 08:06:18.0,126645,0,2015-01-09 08:06:18,1420790778
3424,48168,2015-01-09 09:05:04.0,46272,0,2015-01-09 09:05:04,1420794304
3425,48181,2015-01-09 09:07:21.0,46272,0,2015-01-09 09:07:21,1420794441
3427,48211,2015-01-09 09:15:44.0,10459,0,2015-01-09 09:15:44,1420794944
3429,48237,2015-01-09 09:20:14.0,149541,0,2015-01-09 09:20:14,1420795214
3436,48326,2015-01-09 09:31:39.0,126619,0,2015-01-09 09:31:39,1420795899
3451,48521,2015-01-09 09:58:46.0,79027,0,2015-01-09 09:58:46,1420797526
3453,48553,2015-01-09 10:02:19.0,18577,0,2015-01-09 10:02:19,1420797739
3456,48624,2015-01-09 10:08:56.0,17911,0,2015-01-09 10:08:56,1420798136
3457,48633,2015-01-09 10:10:04.0,111648,0,2015-01-09 10:10:04,1420798204
3458,48652,2015-01-09 10:11:16.0,77484,0,2015-01-09 10:11:16,1420798276
3464,48764,2015-01-09 10:23:54.0,95291,0,2015-01-09 10:23:54,1420799034
3465,48766,2015-01-09 10:23:59.0,55771,0,2015-01-09 10:23:59,1420799039
3468,48853,2015-01-09 10:35:04.0,38207,0,2015-01-09 10:35:04,1420799704
3469,48864,2015-01-09 10:36:05.0,103712,0,2015-01-09 10:36:05,1420799765
3473,48917,2015-01-09 10:42:10.0,120933,0,2015-01-09 10:42:10,1420800130
3481,49065,2015-01-09 10:55:52.0,12084,0,2015-01-09 10:55:52,1420800952
3489,49230,2015-01-09 11:16:24.0,162333,0,2015-01-09 11:16:24,1420802184
3492,49279,2015-01-09 11:23:07.0,21893,0,2015-01-09 11:23:07,1420802587
3500,49459,2015-01-09 11:43:53.0,141953,0,2015-01-09 11:43:53,1420803833
3503,49503,2015-01-09 11:48:34.0,134908,0,2015-01-09 11:48:34,1420804114
3506,49564,2015-01-09 11:57:27.0,35503,0,2015-01-09 11:57:27,1420804647
3512,49615,2015-01-09 12:06:15.0,152806,0,2015-01-09 12:06:15,1420805175
3520,49695,2015-01-09 12:18:54.0,95913,0,2015-01-09 12:18:54,1420805934
3526,49761,2015-01-09 12:30:22.0,158395,0,2015-01-09 12:30:22,1420806622
3527,49765,2015-01-09 12:31:03.0,20815,0,2015-01-09 12:31:03,1420806663
3528,49803,2015-01-09 12:39:09.0,72354,0,2015-01-09 12:39:09,1420807149
3530,49895,2015-01-09 12:54:44.0,79730,0,2015-01-09 12:54:44,1420808084
3532,49928,2015-01-09 13:00:53.0,156637,0,2015-01-09 13:00:53,1420808453
3534,50062,2015-01-09 13:23:42.0,65222,0,2015-01-09 13:23:42,1420809822
3537,50079,2015-01-09 13:25:51.0,65222,0,2015-01-09 13:25:51,1420809951
3539,50141,2015-01-09 13:34:07.0,106287,0,2015-01-09 13:34:07,1420810447
3544,50219,2015-01-09 13:46:50.0,172450,0,2015-01-09 13:46:50,1420811210
3557,50511,2015-01-09 14:33:56.0,72348,0,2015-01-09 14:33:56,1420814036
3564,50593,2015-01-09 14:47:25.0,162667,0,2015-01-09 14:47:25,1420814845
3579,50830,2015-01-09 15:23:11.0,96292,0,2015-01-09 15:23:11,1420816991
3581,50856,2015-01-09 15:28:38.0,59055,0,2015-01-09 15:28:38,1420817318
3590,50947,2015-01-09 15:44:04.0,60069,0,2015-01-09 15:44:04,1420818244
3593,51012,2015-01-09 15:55:10.0,111648,0,2015-01-09 15:55:10,1420818910
3594,51013,2015-01-09 15:55:16.0,93405,0,2015-01-09 15:55:16,1420818916
3598,51065,2015-01-09 16:03:25.0,20764,0,2015-01-09 16:03:25,1420819405
3602,51123,2015-01-09 16:13:44.0,85923,0,2015-01-09 16:13:44,1420820024
3603,51151,2015-01-09 16:18:12.0,29161,0,2015-01-09 16:18:12,1420820292
3607,51167,2015-01-09 16:21:12.0,47840,0,2015-01-09 16:21:12,1420820472
3613,51247,2015-01-09 16:35:03.0,57583,0,2015-01-09 16:35:03,1420821303
3627,51380,2015-01-09 16:54:33.0,60838,0,2015-01-09 16:54:33,1420822473
3641,51580,2015-01-09 17:31:27.0,27425,0,2015-01-09 17:31:27,1420824687
3643,51598,2015-01-09 17:35:56.0,155645,0,2015-01-09 17:35:56,1420824956
3645,51603,2015-01-09 17:36:29.0,55771,0,2015-01-09 17:36:29,1420824989
3647,51616,2015-01-09 17:38:16.0,145206,0,2015-01-09 17:38:16,1420825096
